Unnamed: 0,id,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,room_type,price,minimum_months,maximum_months,distance_to_mrt,closest_mrt_name,closest_mrt_stop_id,closest_mall_distance,closest_mall_name,closest_mall_address,conditioning,BBQ,gym,pool,dryer,Wifi,kitchen,Backyard,TV,refrigerator,Microwave,Oven,Pets,stove,fan,name,details,accommodates,picture_url,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,listing_url,total_bedrooms,total_beds,total_baths,bath_type
835,24635669,Outram,Central Region,1.28347,103.84166,Private room,2070,3,37,0.2199123935842304,CHINATOWN MRT STATION,NE4,0.1220021010700789,People's Park Complex,"1 Park Rd, Singapore",1,0,0,0,1,1,1,0,1,1,1,1,0,1,0,Rental unit in Outram,1 bed · 1 private bath,1,https://a0.muscache.com/pictures/0b53e321-b46e-4d10-87c0-7ed7ffbd6fc6.jpg,3.0,4.0,4.0,5.0,5.0,5.0,4.0,https://www.airbnb.com/rooms/24635669,1.0,1.0,1.0,Private
836,24636266,Outram,Central Region,1.28372,103.84139,Private room,2070,3,37,0.2373313398329437,CHINATOWN MRT STATION,NE4,0.1325777061277093,People's Park Complex,"1 Park Rd, Singapore",1,0,0,0,1,1,1,0,1,0,0,1,0,1,0,Rental unit in Outram,1 bed · 1 private bath,1,https://a0.muscache.com/pictures/f2ab9386-aa76-436e-8001-eaf7c12a7e99.jpg,3.5,3.0,3.0,4.0,4.5,5.0,3.5,https://www.airbnb.com/rooms/24636266,1.0,1.0,1.0,Private
837,24636530,Outram,Central Region,1.28486,103.84338,Private room,2070,3,37,0.0558871532015704,CHINATOWN MRT STATION,NE4,0.0213555202581977,The Majestic,"80 Eu Tong Sen St, Singapore 059810",1,0,0,0,1,1,1,0,1,1,1,1,0,1,0,Rental unit in Outram,1 bed · 1 private bath,1,https://a0.muscache.com/pictures/a2c0d252-8244-4c7c-9243-7c6a958ad642.jpg,5.0,5.0,5.0,5.0,5.0,5.0,5.0,https://www.airbnb.com/rooms/24636530,1.0,1.0,1.0,Private
838,24659042,Bukit Merah,Central Region,1.2838,103.83412,Entire home/apt,2910,3,37,0.6169935970765729,OUTRAM PARK MRT STATION,EW16,0.3910332395746441,Tan Boon Liat Building,"315 Outram Rd, Singapore 169074",1,0,0,0,1,1,1,0,1,1,1,1,0,1,0,Rental unit in Bukit Merah,Studio · 1 bed · 1 bath,2,https://a0.muscache.com/pictures/ba1f17d3-6c74-401a-882a-a88191e5ceb9.jpg,4.72,4.89,4.8,4.88,4.9,4.78,4.8,https://www.airbnb.com/rooms/24659042,1.0,1.0,1.0,Private
839,24660198,River Valley,Central Region,1.29545,103.84207,Entire home/apt,13050,0,37,0.4149318267788273,FORT CANNING MRT STATION,DT20,0.3695382724661733,Singapore Shopping Centre,"190 Clemenceau Ave, Singapore",0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,Serviced apartment in River Valley,2 bedrooms · 2 beds · 2 baths,5,https://a0.muscache.com/pictures/d68efbab-b964-4681-abbf-f53bab799f27.jpg,4.67,4.66,4.7,4.84,4.6,4.78,4.47,https://www.airbnb.com/rooms/24660198,2.0,2.0,2.0,Private
840,24664051,Bukit Merah,Central Region,1.28459,103.83474,Entire home/apt,2670,3,37,0.6026742854490966,OUTRAM PARK MRT STATION,EW16,0.3130594050287245,Tan Boon Liat Building,"315 Outram Rd, Singapore 169074",1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,Condo in Bukit Merah,Studio · 2 beds · 1.5 baths,2,https://a0.muscache.com/pictures/a36c7e9c-2c55-4cc8-ab3e-302cd2411b4c.jpg,4.63,4.78,4.65,4.93,4.87,4.81,4.65,https://www.airbnb.com/rooms/24664051,1.0,2.0,1.5,Private
841,24682695,River Valley,Central Region,1.299,103.83634,Hotel room,6300,0,37,0.3347915583485725,SOMERSET MRT STATION,NS23,0.2370882193872225,Scape Mall,"2 Orchard Link, Singapore 237978",1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,Serviced apartment in River Valley,1 bed · 1 private bath,2,https://a0.muscache.com/pictures/353cd475-adb6-4d8e-929b-b17840af47f6.jpg,5.0,5.0,4.0,5.0,5.0,5.0,4.0,https://www.airbnb.com/rooms/24682695,1.0,1.0,1.0,Private
842,24707713,Bukit Merah,Central Region,1.28457,103.83461,Private room,2070,3,37,0.613146972741745,OUTRAM PARK MRT STATION,EW16,0.3119308071655716,Tan Boon Liat Building,"315 Outram Rd, Singapore 169074",1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,Rental unit in Bukit Merah,1 bedroom · 2 beds · 1 private bath,2,https://a0.muscache.com/pictures/1b2e0a5c-bf01-4775-b8e2-3f90a4b10522.jpg,4.6,4.84,4.65,4.89,4.84,4.69,4.64,https://www.airbnb.com/rooms/24707713,1.0,2.0,1.0,Private
843,24720145,Geylang,Central Region,1.31103,103.88694,Private room,1950,3,12,0.3511779603721309,DAKOTA MRT STATION,CC8,0.5275658031457124,Guillemard Village,"102 Guillemard Rd, Singapore 399719",1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,Condo in Geylang,1 bedroom · 1 bed · 1 shared bath,3,https://a0.muscache.com/pictures/0751a59f-b89b-4fb5-9c3d-76999a88b71a.jpg,4.45,4.72,4.28,4.83,4.86,4.77,4.58,https://www.airbnb.com/rooms/24720145,1.0,1.0,1.0,Private
844,24725185,Newton,Central Region,1.30371,103.84017,Private room,2310,3,12,0.4024599832149744,SOMERSET MRT STATION,NS23,0.1002977428730251,UNO Premier Singapore,"51 Cuppage Rd, Singapore 229469",1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,Rental unit in Newton,1 bedroom · 1 bed · 4 shared baths,1,https://a0.muscache.com/pictures/30831210-6042-4db5-9bd3-9bbc36f35e19.jpg,5.0,5.0,4.5,5.0,5.0,5.0,4.5,https://www.airbnb.com/rooms/24725185,1.0,1.0,4.0,Shared
845,24741587,Museum,Central Region,1.29629,103.85205,Private room,4350,3,37,0.1663260671655311,BRAS BASAH MRT STATION,CC2,0.2881103463366954,Waterloo Centre,"261 Waterloo St, Singapore 180261",1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Hotel in Museum,1 bedroom · 1 bed · 1 private bath,2,https://a0.muscache.com/pictures/30c738b4-ff8f-464f-bdc9-44d41aa469f1.jpg,4.0,4.33,4.5,4.83,5.0,5.0,4.33,https://www.airbnb.com/rooms/24741587,1.0,1.0,1.0,Private
846,24761439,Rochor,Central Region,1.29819,103.85129,Private room,4350,3,37,0.1255328604201446,BENCOOLEN MRT STATION,DT21,0.1113453533863223,Waterloo Centre,"261 Waterloo St, Singapore 180261",1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Hotel in Rochor,1 bedroom · 1 bed · 1 private bath,2,https://a0.muscache.com/pictures/406c3158-2cf8-42db-925e-fa8dafe41dd1.jpg,4.14,4.23,4.23,4.73,4.55,4.82,3.91,https://www.airbnb.com/rooms/24761439,1.0,1.0,1.0,Private
847,24763374,Rochor,Central Region,1.29773,103.85314,Private room,4350,3,37,0.2913350336888449,BRAS BASAH MRT STATION,CC2,0.1789201468272336,Waterloo Centre,"261 Waterloo St, Singapore 180261",1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Hotel in Rochor,1 bedroom · 1 bed · 1 private bath,2,https://a0.muscache.com/pictures/406c3158-2cf8-42db-925e-fa8dafe41dd1.jpg,4.4,4.6,4.6,4.6,4.6,4.6,4.4,https://www.airbnb.com/rooms/24763374,1.0,1.0,1.0,Private
848,24763494,Downtown Core,Central Region,1.2961,103.85267,Private room,4350,3,37,0.2381891299050657,BRAS BASAH MRT STATION,CC2,0.2738346054651846,Raffles City Shopping Centre,"252 North Bridge Rd, Singapore",1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Hotel in Downtown Core,1 bedroom · 1 bed · 1 private bath,2,https://a0.muscache.com/pictures/406c3158-2cf8-42db-925e-fa8dafe41dd1.jpg,4.33,5.0,4.0,4.33,3.67,4.67,4.33,https://www.airbnb.com/rooms/24763494,1.0,1.0,1.0,Private
849,24763572,Downtown Core,Central Region,1.29745,103.85343,Private room,4350,3,37,0.3139988476349622,BRAS BASAH MRT STATION,CC2,0.2237233789773657,Waterloo Centre,"261 Waterloo St, Singapore 180261",1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Hotel in Downtown Core,1 bed · 1 private bath,2,https://a0.muscache.com/pictures/406c3158-2cf8-42db-925e-fa8dafe41dd1.jpg,4.0,4.5,4.0,5.0,5.0,5.0,4.5,https://www.airbnb.com/rooms/24763572,1.0,1.0,1.0,Private
850,24763675,Museum,Central Region,1.29615,103.8513,Private room,4350,3,37,0.1058677800126853,BRAS BASAH MRT STATION,CC2,0.3138849213385039,Waterloo Centre,"261 Waterloo St, Singapore 180261",1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Hotel in Museum,1 bedroom · 1 bed · 1 private bath,2,https://a0.muscache.com/pictures/406c3158-2cf8-42db-925e-fa8dafe41dd1.jpg,3.88,4.0,3.88,4.75,3.75,4.88,3.63,https://www.airbnb.com/rooms/24763675,1.0,1.0,1.0,Private
851,24765067,Rochor,Central Region,1.29801,103.85361,Private room,3900,3,37,0.351156084974402,BRAS BASAH MRT STATION,CC2,0.1888556907245756,Bugis+,"201 Victoria St, Singapore 188067",1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Hotel in Rochor,2 beds · 1 private bath,2,https://a0.muscache.com/pictures/f6736ffb-2b15-4bf6-bf05-694f30c2e418.jpg,4.5,4.5,4.5,4.5,4.5,4.5,4.5,https://www.airbnb.com/rooms/24765067,1.0,2.0,1.0,Private
852,24765141,Rochor,Central Region,1.29806,103.85187,Private room,3900,3,37,0.1878183804612709,BENCOOLEN MRT STATION,DT21,0.0926833427455431,Waterloo Centre,"261 Waterloo St, Singapore 180261",1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Hotel in Rochor,2 beds · 1 private bath,2,https://a0.muscache.com/pictures/f6736ffb-2b15-4bf6-bf05-694f30c2e418.jpg,3.0,3.0,3.0,5.0,5.0,5.0,3.0,https://www.airbnb.com/rooms/24765141,1.0,2.0,1.0,Private
853,24765195,Downtown Core,Central Region,1.2969,103.85354,Private room,3900,3,37,0.3193655921838695,BRAS BASAH MRT STATION,CC2,0.2757320737879281,Bugis Cube,"470 North Bridge Rd, Singapore 188735",1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Hotel in Downtown Core,2 beds · 1 private bath,2,https://a0.muscache.com/pictures/f6736ffb-2b15-4bf6-bf05-694f30c2e418.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.airbnb.com/rooms/24765195,1.0,2.0,1.0,Private
854,24781520,Singapore River,Central Region,1.28709,103.84945,Shared room,4200,3,37,0.3526008724219045,CLARKE QUAY MRT STATION,NE5,0.3702316792426782,One Raffles Place,"1 Raffles Place, Singapore",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Hostel in Singapore River,2 beds · 3 shared baths,2,https://a0.muscache.com/pictures/1fd2ef65-d647-47c5-969d-d9b9a0ec2118.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.airbnb.com/rooms/24781520,1.0,2.0,3.0,Shared
855,24785006,Kallang,Central Region,1.30878,103.86242,Private room,1470,3,37,0.1646374349333809,LAVENDER MRT STATION,EW11,0.2021477276063312,Aperia Mall,"8 - 12 Kallang Ave, Singapore 339509",1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,Rental unit in Kallang,1 bed · 3 shared baths,1,https://a0.muscache.com/pictures/e596c75b-e1ab-4281-aa96-55664ca6f0e0.jpg,3.0,3.0,3.0,3.0,4.0,3.0,3.0,https://www.airbnb.com/rooms/24785006,1.0,1.0,3.0,Shared
856,24785613,Kallang,Central Region,1.3106,103.86266,Private room,1470,3,37,0.3434413949344571,BENDEMEER MRT STATION,DT23,0.1629315651576584,Aperia Mall,"8 - 12 Kallang Ave, Singapore 339509",1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,Rental unit in Kallang,1 bed · 3 shared baths,1,https://a0.muscache.com/pictures/67e2c0ce-4c8b-4dfa-b3e1-387058534123.jpg,5.0,5.0,4.0,5.0,5.0,5.0,4.0,https://www.airbnb.com/rooms/24785613,1.0,1.0,3.0,Shared
857,24786824,Singapore River,Central Region,1.28852,103.84865,Shared room,8400,3,37,0.2333485960623803,CLARKE QUAY MRT STATION,NE5,0.2336562342478904,The Central @ Clarke Quay,"6 Eu Tong Sen St, Singapore",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Hostel in Singapore River,4 beds · 3 shared baths,4,https://a0.muscache.com/pictures/43adbc68-58a5-4793-80ec-d43ec4de164b.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.airbnb.com/rooms/24786824,1.0,4.0,3.0,Shared
858,24787083,Singapore River,Central Region,1.28726,103.84777,Shared room,1890,3,37,0.1841587874745983,CLARKE QUAY MRT STATION,NE5,0.2348643074598531,The Central @ Clarke Quay,"6 Eu Tong Sen St, Singapore",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Hostel in Singapore River,1 bed · 3 shared baths,1,https://a0.muscache.com/pictures/ebb6cbcb-01e3-447e-9b42-8fd8204f473b.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.airbnb.com/rooms/24787083,1.0,1.0,3.0,Shared
859,24787313,Rochor,Central Region,1.30957,103.85143,Private room,2700,3,12,0.3662725128879864,LITTLE INDIA MRT STATION,NE7,0.4595647325256033,Mustafa Centre,"145 Syed Alwi Rd, Singapore",1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,Rental unit in Rochor,2 beds · 1 shared bath,3,https://a0.muscache.com/pictures/5dfd23bf-aea9-4612-8950-618ffc8314b3.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.airbnb.com/rooms/24787313,3.0,2.0,1.0,Private
860,24835791,Bukit Batok,West Region,1.35417,103.75086,Private room,2700,3,37,0.5233577603104342,BUKIT GOMBAK MRT STATION,NS3,0.4966995873620612,Bukit Gombak Neighbourhood Centre,"373 Bukit Batok Street 31, Singapore 650373",1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,Condo in Bukit Batok,1 bed · 1 private bath,2,https://a0.muscache.com/pictures/f1d43f7b-9eec-4810-99e5-95c3b88c707d.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.airbnb.com/rooms/24835791,1.0,1.0,1.0,Private
861,24848765,Ang Mo Kio,North-East Region,1.3707,103.84236,Private room,540,6,37,0.8551713906615703,ANG MO KIO MRT STATION,NS16,0.4277597621630795,Broadway Plaza,"4190 Ang Mo Kio Ave 6, Singapore 569841",0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,Home in Ang Mo Kio,1 bed · 1 shared bath,1,https://a0.muscache.com/pictures/979f7902-e33f-43ab-942f-a9731a8551c2.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.airbnb.com/rooms/24848765,1.0,1.0,1.0,Private
862,24849782,Ang Mo Kio,North-East Region,1.37003,103.84241,Private room,390,6,18,0.8397199612390398,ANG MO KIO MRT STATION,NS16,0.4525033772726167,Broadway Plaza,"4190 Ang Mo Kio Ave 6, Singapore 569841",0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,Home in Ang Mo Kio,1 bed · 1 shared bath,1,https://a0.muscache.com/pictures/5fb30e50-28e4-46ee-82a0-0dafe9bf708a.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.airbnb.com/rooms/24849782,1.0,1.0,1.0,Private
863,24855606,Queenstown,Central Region,1.27939,103.78719,Private room,4020,0,33,0.5819391819754839,PASIR PANJANG MRT STATION,CC26,0.1240510367809259,Viva Vista Shopping Mall,"3 South Buona Vista Rd, #B1-25 Viva Vista, Singapore 118136",1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,Boutique hotel in Queenstown,Studio · 1 bed · 1 private bath,1,https://a0.muscache.com/pictures/513f3e22-0c51-4673-a211-965067180087.jpg,4.29,4.43,4.71,4.86,4.57,4.71,4.71,https://www.airbnb.com/rooms/24855606,1.0,1.0,1.0,Private
864,24900530,Kallang,Central Region,1.31009,103.86182,Private room,1170,3,37,0.3239411286562365,LAVENDER MRT STATION,EW11,0.2336917401430221,Aperia Mall,"8 - 12 Kallang Ave, Singapore 339509",1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,Rental unit in Kallang,1 bed · 2 shared baths,1,https://a0.muscache.com/pictures/5fde98aa-6cb2-4d1d-9b02-9b06e0c2de64.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.airbnb.com/rooms/24900530,1.0,1.0,2.0,Shared
865,24919927,Kallang,Central Region,1.30907,103.86187,Private room,1770,3,37,0.2182905788923674,LAVENDER MRT STATION,EW11,0.241501614831274,Aperia Mall,"8 - 12 Kallang Ave, Singapore 339509",1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,Rental unit in Kallang,1 bedroom · 1 bed · 3 shared baths,1,https://a0.muscache.com/pictures/4c9a1065-1d5c-4cee-a09e-201bbd233f22.jpg,4.2,4.6,4.2,5.0,5.0,4.6,4.6,https://www.airbnb.com/rooms/24919927,1.0,1.0,3.0,Shared
866,24940113,Bukit Merah,Central Region,1.28953,103.81936,Entire home/apt,5640,3,37,0.2827542488706927,REDHILL MRT STATION,EW18,0.930264880434278,Tiong Bahru Plaza - Eating & Meeting Place,"302 Tiong Bahru Rd, Singapore 168732",1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,Rental unit in Bukit Merah,1 bed · 1 bath,2,https://a0.muscache.com/pictures/f03b1a3b-e358-40d6-953c-5d3bdb3018de.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.airbnb.com/rooms/24940113,1.0,1.0,1.0,Private
867,24972169,Outram,Central Region,1.2842,103.84255,Private room,2070,3,37,0.0990733336711676,CHINATOWN MRT STATION,NE4,0.0073606627531968,People's Park Complex,"1 Park Rd, Singapore",1,0,0,0,1,1,1,0,0,1,1,1,0,1,0,Rental unit in Outram,1 bed · 1 private bath,1,https://a0.muscache.com/pictures/d38ce51a-757b-40ff-9814-6bc98d251842.jpg,5.0,5.0,5.0,5.0,5.0,5.0,5.0,https://www.airbnb.com/rooms/24972169,1.0,1.0,1.0,Private
868,24979153,Bukit Merah,Central Region,1.28286,103.83403,Private room,1800,3,37,0.5892122125749817,OUTRAM PARK MRT STATION,EW16,0.4954410564964802,Tan Boon Liat Building,"315 Outram Rd, Singapore 169074",1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,Rental unit in Bukit Merah,1 bedroom · 1 bed · 1.5 shared baths,2,https://a0.muscache.com/pictures/802c2389-ecd4-4d00-a65e-5062cfc1ad56.jpg,4.62,4.8,4.8,4.9,4.91,4.72,4.73,https://www.airbnb.com/rooms/24979153,1.0,1.0,1.5,Private
869,24984672,Bukit Merah,Central Region,1.2835,103.8351,Entire home/apt,2700,3,37,0.5046064046322294,OUTRAM PARK MRT STATION,EW16,0.44050287563599,Tan Boon Liat Building,"315 Outram Rd, Singapore 169074",1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,Rental unit in Bukit Merah,1 bedroom · 1 bed · 1 bath,2,https://a0.muscache.com/pictures/aa750c6c-7720-45f7-a0b5-b0f3e5e094cc.jpg,4.69,4.84,4.69,4.89,4.86,4.85,4.68,https://www.airbnb.com/rooms/24984672,1.0,1.0,1.0,Private
870,25087117,Kallang,Central Region,1.31088,103.8604,Private room,1770,3,37,0.4225290775069055,BENDEMEER MRT STATION,DT23,0.2968864357199147,ARC 380,"380 Jln Besar, ARC 380, Singapore 209000",1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,Rental unit in Kallang,1 bed · 3 shared baths,1,https://a0.muscache.com/pictures/miso/Hosting-25087117/original/a5dd90ab-2e17-4d62-a3b9-d9ca837da7e3.jpeg,5.0,5.0,5.0,5.0,5.0,5.0,4.0,https://www.airbnb.com/rooms/25087117,1.0,1.0,3.0,Shared
871,25130085,Geylang,Central Region,1.31129,103.88421,Private room,1380,3,37,0.589920889381704,ALJUNIED MRT STATION,EW9,0.2560931622831656,Guillemard Village,"102 Guillemard Rd, Singapore 399719",0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,Townhouse in Geylang,1 bedroom · 1 bed · 4 shared baths,2,https://a0.muscache.com/pictures/b293f6eb-804c-4f24-b078-735ef95bd638.jpg,4.68,4.66,4.6,4.9,4.92,4.3,4.6,https://www.airbnb.com/rooms/25130085,1.0,1.0,4.0,Shared
872,25183317,Bedok,East Region,1.3189,103.91284,Private room,2700,3,37,0.2380736028045494,KEMBANGAN MRT STATION,EW6,0.9399872087245102,Icon @ Changi,"228 Changi Rd, Singapore 419741",1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,Home in Bedok,1 bed · 1 shared bath,1,https://a0.muscache.com/pictures/c67c68c9-06f1-4a8f-8c5f-1c558422a156.jpg,4.0,5.0,5.0,5.0,5.0,4.0,5.0,https://www.airbnb.com/rooms/25183317,1.0,1.0,1.0,Private
873,25183623,Bedok,East Region,1.31754,103.91241,Private room,3000,3,37,0.3935826004033614,KEMBANGAN MRT STATION,EW6,0.8730582913163821,Icon @ Changi,"228 Changi Rd, Singapore 419741",1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,Home in Bedok,1 bedroom · 1 bed · 1 private bath,3,https://a0.muscache.com/pictures/2dd8623e-4eeb-49ea-b440-a3af9b64896c.jpg,4.83,4.83,5.0,5.0,5.0,4.83,4.67,https://www.airbnb.com/rooms/25183623,1.0,1.0,1.0,Private
874,25183926,Bedok,East Region,1.31828,103.91211,Private room,3000,3,37,0.3205844358649504,KEMBANGAN MRT STATION,EW6,0.8478957587484436,Icon @ Changi,"228 Changi Rd, Singapore 419741",1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,Townhouse in Bedok,1 bed · 1.5 baths,3,https://a0.muscache.com/pictures/d57f1658-cb87-43ae-a84b-53b87b88e956.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.airbnb.com/rooms/25183926,1.0,1.0,1.5,Private
875,25184205,Bedok,East Region,1.31878,103.9121,Private room,3000,3,37,0.2682726541312666,KEMBANGAN MRT STATION,EW6,0.856749027582617,Icon @ Changi,"228 Changi Rd, Singapore 419741",1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,Townhouse in Bedok,1 bedroom · 1 bed · 1 private bath,3,https://a0.muscache.com/pictures/ce819099-8301-4332-8f52-b7312859aee3.jpg,4.67,5.0,4.67,5.0,5.0,5.0,4.33,https://www.airbnb.com/rooms/25184205,1.0,1.0,1.0,Private
876,25282863,Serangoon,North-East Region,1.38143,103.86984,Private room,2400,3,37,1.367038872126978,FERNVALE LRT STATION,SW5,0.6623065790683879,Greenwich V,"1 Seletar Rd, Singapore",1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,Home in Serangoon,1 bedroom · 4 beds · 1 private bath,3,https://a0.muscache.com/pictures/d58b8c41-1940-4c64-9c02-62d6923932ff.jpg,4.73,4.77,4.77,4.74,4.75,4.2,4.73,https://www.airbnb.com/rooms/25282863,1.0,4.0,1.0,Private
877,25300648,Jurong West,West Region,1.3539,103.71707,Private room,4500,3,37,1.1554913864894838,LAKESIDE MRT STATION,EW26,0.4706460294098661,Hong Kah Point,"501 Jurong West Street 51, Singapore 640501",1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,Home in Jurong West,1 bedroom · 1 bed · 3 shared baths,2,https://a0.muscache.com/pictures/0e87e162-1302-4691-bf17-aae722fc32b0.jpg,4.0,4.67,4.0,5.0,5.0,4.67,4.33,https://www.airbnb.com/rooms/25300648,1.0,1.0,3.0,Shared
878,25310826,Tampines,East Region,1.34896,103.92735,Entire home/apt,3450,3,12,1.2906274137669935,TAMPINES WEST MRT STATION,DT31,0.666801560276453,Shop @ West,"Tampines Street 81, Singapore 520825",1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,Condo in Tampines,2 beds · 2 baths,4,https://a0.muscache.com/pictures/d74a2cac-9901-405d-999e-83cbf3a2d289.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.airbnb.com/rooms/25310826,2.0,2.0,2.0,Private
879,25324517,Queenstown,Central Region,1.27891,103.78764,Private room,8910,0,33,0.5099294399369722,PASIR PANJANG MRT STATION,CC26,0.1895585098241428,Viva Vista Shopping Mall,"3 South Buona Vista Rd, #B1-25 Viva Vista, Singapore 118136",1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,Boutique hotel in Queenstown,3 beds · 1 private bath,4,https://a0.muscache.com/pictures/miso/Hosting-25324517/original/6d7535d7-020e-4818-99cf-2c6e6aa247ea.jpeg,4.5,5.0,5.0,5.0,5.0,4.0,4.5,https://www.airbnb.com/rooms/25324517,1.0,3.0,1.0,Private
880,25353206,Outram,Central Region,1.28417,103.84224,Private room,2070,3,37,0.1336066436427867,CHINATOWN MRT STATION,NE4,0.027263480605831,People's Park Complex,"1 Park Rd, Singapore",1,0,0,0,1,1,1,0,1,1,1,1,0,1,0,Rental unit in Outram,1 bed · 1 private bath,1,https://a0.muscache.com/pictures/e5f9869c-d645-424c-9345-67a09db1e330.jpg,5.0,5.0,5.0,5.0,5.0,5.0,5.0,https://www.airbnb.com/rooms/25353206,1.0,1.0,1.0,Private
881,25366424,Serangoon,North-East Region,1.38351,103.86923,Private room,1050,3,12,1.2192615248495071,FERNVALE LRT STATION,SW5,0.4297188005947437,Greenwich V,"1 Seletar Rd, Singapore",1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,Home in Serangoon,2 bedrooms · 1 bed · 1 shared bath,1,https://a0.muscache.com/pictures/a7aef06d-2921-491a-a2ba-07596970096d.jpg,4.84,4.82,4.75,4.93,4.84,4.33,4.78,https://www.airbnb.com/rooms/25366424,2.0,1.0,1.0,Private
882,25399038,Sengkang,North-East Region,1.37984,103.89745,Private room,1950,3,37,0.489365993840642,RANGGUNG LRT STATION,SE5,0.7882526325146236,Rivervale Plaza,"118 Rivervale Dr, Singapore",1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,Condo in Sengkang,1 bed · 1 private bath,1,https://a0.muscache.com/pictures/81e4144e-4e03-49b0-91e6-cf5b030a9162.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.airbnb.com/rooms/25399038,1.0,1.0,1.0,Private
883,25402824,Rochor,Central Region,1.30288,103.85126,Private room,1770,3,37,0.1730914156944233,ROCHOR MRT STATION,DT13,0.1855158375417198,Sim Lim Square,"1 Rochor Canal Rd, Singapore",1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,Condo in Rochor,1 bedroom · 2 beds · 1 shared bath,2,https://a0.muscache.com/pictures/a7e5630f-fd06-4c47-b16d-553e1222f86c.jpg,4.25,4.75,3.75,4.5,4.75,5.0,4.0,https://www.airbnb.com/rooms/25402824,1.0,2.0,1.0,Private
884,25424295,Queenstown,Central Region,1.28157,103.78746,Private room,2040,1,33,0.6372745533941194,HAW PAR VILLA MRT STATION,CC25,0.2608703414910513,Viva Vista Shopping Mall,"3 South Buona Vista Rd, #B1-25 Viva Vista, Singapore 118136",1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,Guesthouse in Queenstown,1 bedroom · 1 bed · 1 shared bath,1,https://a0.muscache.com/pictures/miso/Hosting-25424295/original/bd0463a9-3ac7-4c65-8758-3f985d71a875.jpeg,4.25,4.5,4.5,4.5,4.5,4.25,4.5,https://www.airbnb.com/rooms/25424295,1.0,1.0,1.0,Private
